frame_filename,vlm_annotation,llm_json_annotation,title,url,software
How_to_use_the_SUMIF_function_in_Microsoft_Excel.mp4_frame_611.jpg,"The user is working with a spreadsheet software, likely Microsoft Excel, to analyze sales data. The spreadsheet contains columns for different months, including October, November, December, and January. The user is likely comparing sales figures across these months to identify trends and make informed decisions. The software allows the user to easily input, manipulate, and analyze data, making it a valuable tool for businesses to track and manage their sales performance.","{ ""annotation"": { ""software"": ""Microsoft Excel"", ""accuracy"": 0.85, ""features_used"": ""Analyzing sales data"", ""past_actions"": ""Comparing sales figures across months"", ""future_actions"": ""Identifying trends and making informed decisions"" } }",How_to_use_the_SUMIF_function_in_Microsoft_Excel.mp4,https://www.youtube.com/watch?v=7395LUP9dsk,excel
How_to_use_the_SUMIF_function_in_Microsoft_Excel.mp4_frame_672.jpg,"The user is working with a spreadsheet software, likely Microsoft Excel, to create a financial report. The spreadsheet contains a table with columns for different months, including October, November, December, and January. The user is likely inputting financial data into the spreadsheet, such as sales figures, to create a comprehensive report. The software is displaying the data in a clear and organized manner, making it easy for the user to analyze and understand the financial performance of the business. The user may continue to input data, edit the report, or generate charts and graphs to further analyze the financial data.","{ ""annotation"": { ""software"": ""Microsoft Excel"", ""accuracy"": 0.9, ""features_used"": ""Creating and managing a table with columns"", ""past_actions"": ""Inputting financial data"", ""future_actions"": ""Inputting more data, editing the report, generating charts and graphs"" } }",How_to_use_the_SUMIF_function_in_Microsoft_Excel.mp4,https://www.youtube.com/watch?v=7395LUP9dsk,excel
How_to_use_the_SUMIF_function_in_Microsoft_Excel.mp4_frame_733.jpg,"The user is working with a spreadsheet software, likely Microsoft Excel, to create a financial report. The spreadsheet contains a table with various columns, including sales, and the user is typing in the data. The user is likely inputting financial data, such as sales figures, into the spreadsheet to create a comprehensive financial report. The user may continue to input data, format the report, or analyze the data to gain insights into the financial performance of the business.","{ ""annotation"": { ""software"": ""Microsoft Excel"", ""accuracy"": 0.85, ""features_used"": ""Typing financial data into a table"", ""past_actions"": ""Inputting financial data"", ""future_actions"": ""Formatting the report, analyzing data for insights"" } }",How_to_use_the_SUMIF_function_in_Microsoft_Excel.mp4,https://www.youtube.com/watch?v=7395LUP9dsk,excel
How_to_use_the_SUMIF_function_in_Microsoft_Excel.mp4_frame_794.jpg,"The user is working with a spreadsheet software, likely Microsoft Excel, to create a financial report. The spreadsheet contains a table with various columns, including sales, and rows with different types of products. The user is typing ""Meat"" in one of the cells, indicating that they are categorizing the products. The software is likely being used to track and analyze sales data for different product categories. The user may continue to input data, edit the report, or generate charts and graphs to visualize the data.","{ ""annotation"": { ""software"": ""Microsoft Excel"", ""accuracy"": 0.85, ""features_used"": ""Typing, data input, and categorization"", ""past_actions"": ""Inputting data and categorizing products"", ""future_actions"": ""Inputting more data, editing the report, generating charts and graphs"" } }",How_to_use_the_SUMIF_function_in_Microsoft_Excel.mp4,https://www.youtube.com/watch?v=7395LUP9dsk,excel
How_to_use_the_SUMIF_function_in_Microsoft_Excel.mp4_frame_855.jpg,"The user is working with a spreadsheet software, likely Microsoft Excel, to create a financial report. The spreadsheet contains a table with various columns, including sales, and rows with different types of foods. The user is likely inputting data or analyzing financial information related to the food items. The software is displaying the data in a clear and organized manner, making it easy for the user to understand and work with the information. The user may be preparing to create charts or graphs to visualize the data, or they may be reviewing the data to make informed decisions about the financial performance of the food items.","{ ""annotation"": { ""software"": ""Microsoft Excel"", ""accuracy"": 0.85, ""features_used"": ""Spreadsheet software"", ""past_actions"": ""Inputting data, analyzing financial information"", ""future_actions"": ""Creating charts or graphs, reviewing data for decision-making"" } }",How_to_use_the_SUMIF_function_in_Microsoft_Excel.mp4,https://www.youtube.com/watch?v=7395LUP9dsk,excel
How_to_use_the_SUMIF_function_in_Microsoft_Excel.mp4_frame_916.jpg,"The user is working with a spreadsheet software, likely Microsoft Excel, to create a financial report. The spreadsheet contains a table with columns for different months, including October, November, December, and January. The rows display the sales figures for each month, with the total sales for each quarter also visible. The user is likely analyzing the financial data and preparing a report based on the sales figures. Future actions may include creating charts or graphs to visualize the data, comparing sales figures across different quarters, or generating a summary report for management.","{""annotation"": {""software"": ""Microsoft Excel"", ""accuracy"": 0.85, ""features_used"": ""Creating a financial report with table and data analysis"", ""past_actions"": ""Analyzing the financial data"", ""future_actions"": ""Creating charts or graphs, comparing sales figures, generating a summary report""}}",How_to_use_the_SUMIF_function_in_Microsoft_Excel.mp4,https://www.youtube.com/watch?v=7395LUP9dsk,excel
How_to_use_the_SUMIF_function_in_Microsoft_Excel.mp4_frame_977.jpg,"The user is working with a spreadsheet software, likely Microsoft Excel, to analyze sales data. The spreadsheet contains a range of data, including sales figures and descriptions of the products being sold. The user is likely comparing sales figures and product descriptions to make informed decisions about the business. The software allows the user to easily input, edit, and analyze data, making it a valuable tool for managing and understanding sales trends.","{ ""annotation"": { ""software"": ""Microsoft Excel"", ""accuracy"": 0.85, ""features_used"": ""Analyze sales data"", ""past_actions"": ""Comparing sales figures and product descriptions"", ""future_actions"": ""Making informed decisions about the business"" } }",How_to_use_the_SUMIF_function_in_Microsoft_Excel.mp4,https://www.youtube.com/watch?v=7395LUP9dsk,excel
How_to_use_the_SUMIF_function_in_Microsoft_Excel.mp4_frame_1038.jpg,"The user is working with a spreadsheet software, likely Microsoft Excel, to analyze financial data. The spreadsheet contains a range of data, including sales figures, and the user is likely comparing different aspects of the data. The software is being used to create a visual representation of the data, which can help the user better understand the financial performance of a business. The user may be using various features such as sorting, filtering, and charting to analyze the data. The user may also be using formulas and functions to calculate and compare different metrics. Based on the current activity, the user may be preparing to create a report or presentation to share the findings with others.","{""annotation"": {""software"": ""Microsoft Excel"", ""accuracy"": 0.90, ""features_used"": ""Analyzing financial data, sorting, filtering, charting, using formulas and functions"", ""past_actions"": ""Comparing different aspects of financial data"", ""future_actions"": ""Creating a report or presentation""}}",How_to_use_the_SUMIF_function_in_Microsoft_Excel.mp4,https://www.youtube.com/watch?v=7395LUP9dsk,excel
How_to_use_the_SUMIF_function_in_Microsoft_Excel.mp4_frame_1099.jpg,"The user is working with a spreadsheet software, likely Microsoft Excel, to analyze sales data. The spreadsheet contains columns for different months, and the user is hovering over a cell in the meat department. The software is displaying a tooltip with the cell's value, which is $1,234,567. The user is likely reviewing the sales data to make decisions or identify trends. They may be preparing to create charts or graphs to visualize the data or perform calculations to analyze the sales performance.","{""annotation"": {""software"": ""Microsoft Excel"", ""accuracy"": 0.85, ""features_used"": ""Analyzing sales data"", ""past_actions"": ""Reviewing sales data"", ""future_actions"": ""Creating charts or graphs, performing calculations""}}",How_to_use_the_SUMIF_function_in_Microsoft_Excel.mp4,https://www.youtube.com/watch?v=7395LUP9dsk,excel
How_to_use_the_SUMIF_function_in_Microsoft_Excel.mp4_frame_1160.jpg,"The user is working with a spreadsheet software, likely Microsoft Excel, to analyze sales data. The spreadsheet is filled with numbers, and the user is pressing the ""press"" button to apply a function or formula to the data. The software is likely being used to calculate the total sales of all foods in the meat department. The user may be reviewing the results of the calculation or preparing to save or print the spreadsheet for further analysis or reporting.","{ ""annotation"": { ""software"": ""Microsoft Excel"", ""accuracy"": 0.85, ""features_used"": ""Applying formulas or functions to the data"", ""past_actions"": ""Analyzing sales data"", ""future_actions"": ""Reviewing results, saving or printing the spreadsheet for further analysis"" } }",How_to_use_the_SUMIF_function_in_Microsoft_Excel.mp4,https://www.youtube.com/watch?v=7395LUP9dsk,excel
How_to_use_the_SUMIF_function_in_Microsoft_Excel.mp4_frame_1221.jpg,"The user is working with a spreadsheet software, likely Microsoft Excel, to create a financial report. The spreadsheet contains a table with columns for different months, including October, November, December, and Q4 sales. The user is likely inputting data into the spreadsheet, such as sales figures, to generate a comprehensive financial report. The user may continue to input data, edit the report, or analyze the data to make informed decisions based on the financial performance of the meat department.","{ ""annotation"": { ""software"": ""Microsoft Excel"", ""accuracy"": 0.95, ""features_used"": ""Creating a table with columns for different months, inputting data"", ""past_actions"": ""Inputting data to generate a comprehensive financial report"", ""future_actions"": ""Inputting more data, editing the report, analyzing the data for informed decisions"" } }",How_to_use_the_SUMIF_function_in_Microsoft_Excel.mp4,https://www.youtube.com/watch?v=7395LUP9dsk,excel
How_to_use_the_SUMIF_function_in_Microsoft_Excel.mp4_frame_1282.jpg,No software action found.,"{ ""annotation"": {""error"": ""No software action found"" } }",How_to_use_the_SUMIF_function_in_Microsoft_Excel.mp4,https://www.youtube.com/watch?v=7395LUP9dsk,excel
How_to_use_the_SUMIF_function_in_Microsoft_Excel.mp4_frame_1343.jpg,No software action found.,"{ ""annotation"": {""error"": ""No software action found"" } }",How_to_use_the_SUMIF_function_in_Microsoft_Excel.mp4,https://www.youtube.com/watch?v=7395LUP9dsk,excel
How_to_use_the_SUMIF_function_in_Microsoft_Excel.mp4_frame_1404.jpg,No software action found.,"{ ""annotation"": {""error"": ""No software action found"" } }",How_to_use_the_SUMIF_function_in_Microsoft_Excel.mp4,https://www.youtube.com/watch?v=7395LUP9dsk,excel
How_to_use_the_SUMIF_function_in_Microsoft_Excel.mp4_frame_1465.jpg,No software action found.,"{ ""annotation"": {""error"": ""No software action found"" } }",How_to_use_the_SUMIF_function_in_Microsoft_Excel.mp4,https://www.youtube.com/watch?v=7395LUP9dsk,excel
How_to_use_the_SUMIF_function_in_Microsoft_Excel.mp4_frame_1526.jpg,No software action found.,"{ ""annotation"": {""error"": ""No software action found"" } }",How_to_use_the_SUMIF_function_in_Microsoft_Excel.mp4,https://www.youtube.com/watch?v=7395LUP9dsk,excel
How_to_use_the_SUMIF_function_in_Microsoft_Excel.mp4_frame_1587.jpg,No software action found.,"{ ""annotation"": {""error"": ""No software action found"" } }",How_to_use_the_SUMIF_function_in_Microsoft_Excel.mp4,https://www.youtube.com/watch?v=7395LUP9dsk,excel
How_to_use_the_SUMIF_function_in_Microsoft_Excel.mp4_frame_1648.jpg,No software action found.,"{ ""annotation"": {""error"": ""No software action found"" } }",How_to_use_the_SUMIF_function_in_Microsoft_Excel.mp4,https://www.youtube.com/watch?v=7395LUP9dsk,excel
Microsoft_365_Copilot_in_Excel.mp4_frame_1.jpg,"The image shows a computer screen with a spreadsheet open, displaying data related to wide world importers. The user is likely analyzing the data, possibly for business purposes. The spreadsheet contains various columns and rows of data, including numbers and text. The user may be using Microsoft Excel or a similar spreadsheet software to perform these tasks. The user may be reviewing the data to make decisions, identify trends, or create reports based on the information displayed in the spreadsheet.","{""annotation"": {""software"": ""Microsoft Excel"", ""accuracy"": 0.9, ""features_used"": ""Analyzing data in a spreadsheet"", ""past_actions"": ""Reviewing data for business purposes"", ""future_actions"": ""Making decisions, identifying trends, creating reports""}}",Microsoft_365_Copilot_in_Excel.mp4,https://www.youtube.com/watch?v=I-waFp6rLc0,copilot
Microsoft_365_Copilot_in_Excel.mp4_frame_61.jpg,"The image shows a computer screen with a spreadsheet open, displaying data related to wide world importers. The user is likely analyzing the data, possibly for business purposes. The spreadsheet contains various columns and rows of data, including numbers and text. The user may be reviewing the data to make decisions, identify trends, or create reports. The software being used is Microsoft Excel, which is a popular tool for managing and analyzing data in spreadsheets.","{ ""annotation"": { ""software"": ""Microsoft Excel"", ""accuracy"": 0.95, ""features_used"": ""Manipulating a spreadsheet with various columns and rows of data"", ""past_actions"": ""Analyzing data for business purposes"", ""future_actions"": ""Reviewing data to make decisions, identify trends, or create reports"" } }",Microsoft_365_Copilot_in_Excel.mp4,https://www.youtube.com/watch?v=I-waFp6rLc0,copilot
Microsoft_365_Copilot_in_Excel.mp4_frame_121.jpg,No software action found.,"{ ""annotation"": {""error"": ""No software action found"" } }",Microsoft_365_Copilot_in_Excel.mp4,https://www.youtube.com/watch?v=I-waFp6rLc0,copilot
Microsoft_365_Copilot_in_Excel.mp4_frame_181.jpg,"The image shows a computer screen with a spreadsheet open. The spreadsheet is filled with various data, including product names, discount bands, and prices. The user is likely analyzing or organizing the data in the spreadsheet, possibly for business or financial purposes. The spreadsheet contains multiple rows and columns, with each row representing a product and each column representing a specific data point. The user may be reviewing the data, comparing prices, or preparing to make decisions based on the information presented in the spreadsheet.","{""annotation"": {""software"": ""Microsoft Excel"", ""accuracy"": 0.85, ""features_used"": ""Data analysis and organization"", ""past_actions"": ""Analyzing or organizing data"", ""future_actions"": ""Reviewing data, comparing prices, making decisions""}}",Microsoft_365_Copilot_in_Excel.mp4,https://www.youtube.com/watch?v=I-waFp6rLc0,copilot
Microsoft_365_Copilot_in_Excel.mp4_frame_241.jpg,"The image shows a computer screen with a spreadsheet open, displaying a list of products and their prices. The user is likely working on a financial analysis or budgeting task. The spreadsheet contains various columns, including product names, prices, and possibly other relevant data. The user may be reviewing the data, comparing prices, or making calculations based on the information in the spreadsheet. The presence of the spreadsheet suggests that the user is engaged in a task that requires organizing and analyzing numerical data.","{ ""annotation"": { ""software"": ""Microsoft Excel"", ""accuracy"": 0.80, ""features_used"": ""Spreadsheet with columns for product names, prices, and possibly other relevant data"", ""past_actions"": ""Reviewing data, comparing prices, making calculations"", ""future_actions"": ""Organizing and analyzing numerical data"" } }",Microsoft_365_Copilot_in_Excel.mp4,https://www.youtube.com/watch?v=I-waFp6rLc0,copilot
Microsoft_365_Copilot_in_Excel.mp4_frame_301.jpg,"The user is likely working with a spreadsheet software, such as Microsoft Excel, with an accuracy of 90%. The software is displaying a spreadsheet with various columns and rows, including numbers and text. The user is likely analyzing financial data, as indicated by the presence of numbers and the context of the spreadsheet. The user may be performing tasks such as sorting, filtering, or calculating data. In the future, the user may perform actions like adding or deleting rows, adjusting formulas, or creating charts and graphs to visualize the data.","{ ""annotation"": { ""software"": ""Microsoft Excel"", ""accuracy"": 0.90, ""features_used"": ""Analyzing financial data, sorting, filtering, calculating data"", ""past_actions"": ""Unknown actions"", ""future_actions"": ""Adding or deleting rows, adjusting formulas, creating charts and graphs"" } }",Microsoft_365_Copilot_in_Excel.mp4,https://www.youtube.com/watch?v=I-waFp6rLc0,copilot
Microsoft_365_Copilot_in_Excel.mp4_frame_361.jpg,"The user is using Microsoft Excel to analyze a spreadsheet. The spreadsheet contains a table with various data, including sales, manufacturing price, and gross sales. The user is likely comparing different figures and performing calculations to gain insights from the data. The software is displaying the data in a clear and organized manner, making it easy for the user to analyze and understand the information. The user may be preparing to create charts or graphs to visualize the data or use formulas to calculate specific metrics.","{ ""annotation"": { ""software"": ""Microsoft Excel"", ""accuracy"": 0.95, ""features_used"": ""Spreadsheet analysis, data visualization tools"", ""past_actions"": ""Comparing data, performing calculations"", ""future_actions"": ""Creating charts or graphs, using formulas to calculate metrics"" } }",Microsoft_365_Copilot_in_Excel.mp4,https://www.youtube.com/watch?v=I-waFp6rLc0,copilot
Microsoft_365_Copilot_in_Excel.mp4_frame_421.jpg,"The user is working with a spreadsheet software, likely Microsoft Excel, to analyze financial data. The spreadsheet contains various columns and rows of numbers, including manufacturing price, sale price, and gross sales. The user is likely comparing different financial metrics or performing calculations to gain insights into the financial performance of a business. The software allows the user to easily input, edit, and manipulate data, making it a valuable tool for financial analysis and decision-making.","{ ""annotation"": { ""software"": ""Microsoft Excel"", ""accuracy"": 0.85, ""features_used"": ""Inputs, editing, and manipulation of financial data"", ""past_actions"": ""Comparing different financial metrics, performing calculations"", ""future_actions"": ""Gaining insights into financial performance, making decisions"" } }",Microsoft_365_Copilot_in_Excel.mp4,https://www.youtube.com/watch?v=I-waFp6rLc0,copilot
Microsoft_365_Copilot_in_Excel.mp4_frame_481.jpg,"The user is working with a spreadsheet software, likely Microsoft Excel, to analyze financial data. The spreadsheet contains various columns and rows of numbers, including manufacturing price, sale price, and gross sales. The user is likely comparing different financial metrics or performing calculations to gain insights into the financial performance of a business. The software allows the user to easily input, edit, and manipulate data, making it a valuable tool for financial analysis and decision-making.","{ ""annotation"": { ""software"": ""Microsoft Excel"", ""accuracy"": 0.85, ""features_used"": ""Analyzing financial data, comparing and calculating different metrics"", ""past_actions"": ""Inputting, editing, and manipulating data"", ""future_actions"": ""Gaining insights into financial performance, making decisions"" } }",Microsoft_365_Copilot_in_Excel.mp4,https://www.youtube.com/watch?v=I-waFp6rLc0,copilot
Microsoft_365_Copilot_in_Excel.mp4_frame_541.jpg,"The user is working with a spreadsheet software, likely Microsoft Excel, to analyze financial data. The spreadsheet contains multiple rows and columns of numbers, which are organized in a table. The user is likely comparing different financial metrics, such as sales, expenses, and profits, to make informed decisions. The software allows the user to easily input, edit, and manipulate data, as well as create charts and graphs to visualize trends and patterns. The user may be preparing to create a report or presentation based on the data, or they may be reviewing the data to identify areas for improvement or growth.","{ ""annotation"": { ""software"": ""Microsoft Excel"", ""accuracy"": 0.85, ""features_used"": ""Comparing financial metrics, creating charts and graphs"", ""past_actions"": ""Analyzing financial data"", ""future_actions"": ""Creating a report, reviewing data for improvement"" } }",Microsoft_365_Copilot_in_Excel.mp4,https://www.youtube.com/watch?v=I-waFp6rLc0,copilot
Microsoft_365_Copilot_in_Excel.mp4_frame_601.jpg,"The user is working with a spreadsheet software, likely Microsoft Excel, to analyze financial data. The spreadsheet contains multiple rows and columns of numbers, which are organized in a table. The user is likely comparing different financial metrics, such as sales, expenses, and profits, to make informed decisions. The software allows the user to easily input, edit, and manipulate data, as well as create charts and graphs to visualize trends and patterns. The user may be preparing to create a report or presentation based on the data, or they may be reviewing the data to identify areas for improvement or growth.","{ ""annotation"": { ""software"": ""Microsoft Excel"", ""accuracy"": 0.80, ""features_used"": ""Analyzing financial data, comparing metrics, creating charts and graphs"", ""past_actions"": ""Inputting, editing, and manipulating data"", ""future_actions"": ""Creating a report, presentation, identifying areas for improvement or growth"" } }",Microsoft_365_Copilot_in_Excel.mp4,https://www.youtube.com/watch?v=I-waFp6rLc0,copilot
Microsoft_365_Copilot_in_Excel.mp4_frame_661.jpg,"The image shows a computer screen with a word processor open. The user is likely drafting a document, as there is a cursor visible on the screen. The word processor has a menu bar at the top, which includes options such as ""File,"" ""Edit,"" ""View,"" and ""Insert."" The user may be typing text, editing existing text, or adding formatting to the document. Based on past actions, the user may save or print the document next. The context of the image suggests that the user is working on a writing or editing task, which could be for work, school, or personal purposes.","{""annotation"": {""software"": ""Microsoft Word"", ""accuracy"": 0.80, ""features_used"": ""Menu bar with options like 'File', 'Edit', 'View', 'Insert'"", ""past_actions"": ""Typing text, editing existing text, adding formatting"", ""future_actions"": ""Saving or printing the document""}}",Microsoft_365_Copilot_in_Excel.mp4,https://www.youtube.com/watch?v=I-waFp6rLc0,copilot
Microsoft_365_Copilot_in_Excel.mp4_frame_721.jpg,"The image shows a computer screen with a software application open. The software is Microsoft Excel, which is a spreadsheet program. The user is likely working on a financial analysis or data management task. The screen displays a graph and a chart, which are common features in Excel for visualizing data. The user may be inputting data, editing formulas, or analyzing the results of their work. Based on the current activity, the user may be preparing to save or print the spreadsheet for further use or sharing.","{ ""annotation"": { ""software"": ""Microsoft Excel"", ""accuracy"": 0.85, ""features_used"": ""Graphs and charts"", ""past_actions"": ""Inputting data, editing formulas, analyzing results"", ""future_actions"": ""Saving or printing the spreadsheet"" } }",Microsoft_365_Copilot_in_Excel.mp4,https://www.youtube.com/watch?v=I-waFp6rLc0,copilot
Microsoft_365_Copilot_in_Excel.mp4_frame_781.jpg,"The image shows a computer screen with a software application open, likely Microsoft Excel. The user is likely working on a spreadsheet, as there are several rows and columns visible on the screen. The user may be analyzing data, creating charts, or performing calculations. The presence of a keyboard suggests that the user is actively typing or inputting data into the spreadsheet. The user may be preparing to save or print the spreadsheet, or they may continue to work on it by adding more data or modifying existing entries.","{ ""annotation"": { ""software"": ""Microsoft Excel"", ""accuracy"": 0.80, ""features_used"": ""Creating and editing a spreadsheet"", ""past_actions"": ""Analyzing data, creating charts, performing calculations"", ""future_actions"": ""Saving, printing, adding more data, modifying existing entries"" } }",Microsoft_365_Copilot_in_Excel.mp4,https://www.youtube.com/watch?v=I-waFp6rLc0,copilot
Microsoft_365_Copilot_in_Excel.mp4_frame_841.jpg,"The image shows a computer screen with a software application open, displaying a graph and a chart. The user is likely analyzing data or working with financial information. The software being used is Microsoft Excel, with an accuracy of 90%. The user is likely working on a spreadsheet, creating or editing charts and graphs to visualize data. The user may be preparing to input more data, adjust chart settings, or perform calculations based on the current data displayed. The context of the image suggests that the user is engaged in a task that requires data analysis and visualization, such as financial planning or business decision-making.","{ ""annotation"": { ""software"": ""Microsoft Excel"", ""accuracy"": 0.90, ""features_used"": ""Creating or editing charts and graphs to visualize data"", ""past_actions"": ""Working on a spreadsheet"", ""future_actions"": ""Inputting more data, adjusting chart settings, or performing calculations"" } }",Microsoft_365_Copilot_in_Excel.mp4,https://www.youtube.com/watch?v=I-waFp6rLc0,copilot
